PN,CPC
07264964,A01K
07862890,B01D
10221082,C02F
08088265,B01D
06572672,C08K
08183000,G01N
09417239,C12N
07754418,C07K
07781225,G01N
08268886,G01N
10018616,G01N
08409342,Y10T
06274872,G01N
09459186,B01L
09842198,G01N
04375407,B03C
06537441,C07K
07993823,C12Q
07771660,G01N
09840745,A43B
08435354,C08L
07364768,A61L
06218126,C12Q
07172866,A61K
06117684,Y10T
05606633,G02B
06815218,G01N
07067104,B81B
07998726,C08G
06054327,B01J
09435739,G01N
09783861,D21C
08973269,A61C
05981286,G01N
05643594,A61K
05356789,C12Q
08569506,C12Q
05776677,A61K
07329545,B01F
09751081,C07F
10017540,G01N
05476766,G01N
09539371,C09D
09107905,A61K
10184936,G01N
09789461,C13K
07595883,B01L
06224983,C23C
09551711,G01N
09296500,A01N
08651285,D04H
07390676,G02B
10105712,G01N
07485299,Y10S
10239060,B01L
07256156,Y10T
07861637,Y10T
08372633,A01N
07977312,C12Q
05766746,A41D
09884471,C08J
06222021,A61K
05683867,C12N
08119135,C12N
09783596,G01N
08779225,C10L
08785127,B01J
08865379,B41J
08841083,A61K
06379920,C12Q
08048676,C12Q
06372185,B01L
08852595,C07K
07235307,B05D
09518898,A01N
08557567,G01N
06528020,B82B
05250284,Y10T
05246869,G01N
05362633,C12Q
06544728,C12Q
08372646,G01N
09606131,G01N
07829185,B01D
04791310,G01N
08679738,G01N
09207239,B01L
05707799,Y10S
07741027,Y10S
08628775,C07K
07445754,B33Y
07358325,C08G
04656143,Y10S
07202044,G01N
08266726,A62D
07384783,Y10T
10188760,C07K
09029297,C12N
04925652,G01N
06248524,C12Q
06274091,Y10S
05798030,Y10S
08409815,C07K
08901284,G01N
08636843,H01L
08451138,F25D
10206827,Y10T
09658060,G01N
06166202,G01N
06459994,C07K
07056687,C07K
09732151,G01N
04100062,Y02W
06509059,A61L
07911009,H01L
09777512,Y10T
05385846,G01N
07604628,A61N
07838234,G01N
06057101,C40B
05605623,B01D
07041465,A61K
09725774,C12Q
06879876,B67D
07933004,G01H
07541012,B01J
04743535,C12Q
05760166,G01N
07115220,D01D
08540521,C09B
08182990,C12Q
08652617,Y10T
09638707,G01N
09227338,Y10T
08076072,C12Q
09975913,C07F
06994982,Y02A
05780228,C40B
08819919,Y10T
05411876,B29C
05393401,G01N
10168334,G01N
09314711,B01J
09254487,B01L
07935310,B01L
08399339,C30B
07772152,B01J
07363090,A61B
07632685,Y10T
07611858,C07K
10086370,H01L
09006458,B82Y
08889776,B05D
07736593,A61B
06632603,Y10S
08704158,G01T
06996550,B01J
06287851,G01N
06589739,C40B
09588103,G01N
05668257,C07F
08833565,G01N
09387000,A61B
07867708,C12N
08012694,G01N
06794127,B82Y
05350458,C11D
08153410,G01N
09035120,C10G
09309510,C12N
06605256,G01N
06396995,B01J
05238649,A61B
05225236,Y10S
07351532,C12Q
09086383,G01N
08617907,G01N
09708761,C10G
10174160,Y02P
05391740,G01N
08475795,G01N
07968350,G01N
08961763,G01N
10041062,C12M
08361957,C12N
05383453,G02B
07202076,B01L
08962237,C12Q
06156851,A61M
08231608,B44C
10046325,B01L
07387898,G01N
08367418,Y10T
07510637,G01N
08071126,A61F
05698685,C07K
10006925,G01N
07776605,G01N
05842983,Y10S
09745612,G05B
09598484,C07K
08415716,H01L
07947379,D06N
07956427,Y10S
10213527,C08L
06428752,B01J
07867587,Y10T
07517697,C12N
08124350,C07K
09586341,C08H
10233480,C12N
04661845,G01N
05064619,Y10S
08835586,B01J
10089850,G06K
10106575,C07K
05063081,G01N
08293374,A61K
07780453,B08B
09844334,H03K
05801001,A61K
05736394,A61K
08894946,G01N
08785212,A61K
06150583,A61K
04277561,Y10S
07569359,A61L
09039636,G01N
09589735,Y10T
08180615,B01J
08052848,C10L
09317987,G07C
06933331,C01G
04883641,Y10S
07544504,G01N
07785442,B01J
05418010,G03C
09622451,C12Q
06548263,C12Q
06333200,G01N
09243351,A61K
07759459,G01N
07932048,C07K
09315787,C12P
07744882,C07K
09694091,C07D
05058317,A01G
08772379,Y10T
06153292,C08L
09650672,C12N
06140135,C40B
08623295,B01L
05591576,C12Q
07160690,C12Q
07790112,G01N
09610452,Y10T
07655421,G01N
07379821,Y10S
09632301,G01N
07584688,Y10T
06019549,E21B
10222304,G01N
09268988,G06K
09574136,B27K
07115382,C07K
08783467,B03B
09890259,Y10T
07993863,G01N
04388296,Y10S
08370073,C12Q
09340708,B05D
05118606,C07K
09597430,A61L
09090828,Y02P
07117807,F04B
05393513,Y10T
06682900,G01N
06207249,Y10T
08906701,C12Q
09533075,Y10T
08884608,B82Y
07264973,G01N
07776556,G01N
08012708,C12Q
10041122,C12Q
09605181,C09J
08084225,G01N
07740830,C12Q
09292660,G16H
07955836,C12M
10239061,B01L
07311773,Y10T
08506823,B01D
09395355,G01N
08658415,C12Q
08211703,G01N
09128094,G01N
09700712,Y10T
09216399,C07K
07807349,G01N
07018830,B01F
08785808,C04B
06553319,G01N
05704343,Y02B
06521325,B41M
08159809,B81B
09347956,G01N
09953133,C12Q
08022327,Y10T
06168948,Y10S
04897468,G01N
06780507,A61K
06132773,C04B
09005670,C12Q
09834681,C07D
09463092,B22F
05681542,A61K
05851757,C12Q
07763456,B01L
07941275,G16H
07884301,G01N
07807367,C12Q
08992992,A61K
08802419,Y02A
08788211,G06F
07122382,Y10S
07984643,G01N
07951334,B82Y
06570196,H01L
08673031,C10L
08975022,C12Q
09901254,G01N
08003409,C30B
06708048,G01N
08675451,G01N
05714225,A61L
07011776,A61K
09804151,G01N
09956303,G01N
05962272,C12N
07371400,A61L
08557603,G01N
09176092,G01N
08370078,Y02A
05487739,C12N
06956961,G06K
04738897,E21B
06770450,G01N
05475610,G05D
10241117,G01N
10012651,B01L
05693788,A23L
05658734,B01J
05733736,G01N
08940337,C08J
08814962,B01J
08835387,C12Y
08648179,C07H
08524629,Y02P
05591641,A61K
07056653,C12Q
07977041,G01N
07108915,B82Y
09279798,H01J
09983190,Y10T
05100780,C12Q
07759113,B33Y
07399637,G01N
04211015,A01N
09759724,B01F
06473171,G01N
07678448,B32B
10151754,G01N
06974706,B82Y
07897750,C12Q
08936944,C12M
06277591,C12N
07976792,A61B
05116599,Y10T
10196697,C12Q
06673596,G01N
06432722,G01N
07241419,F04B
09050061,G01N
08899463,Y10T
05916790,B82Y
09932632,C12Q
05962245,G01N
07659123,G01N
09545216,A61M
07790405,A61K
08961898,C12M
05985581,G01N
05580728,G16B
09717775,A61K
08257657,C08F
05445937,G01N
06783962,Y10S
07217935,A62D
08765368,C12Q
08796362,C08L
07200088,G11B
05567592,G01N
06265226,Y10T
06653145,B05D
08858883,A61F
09423351,Y10T
07767597,Y10T
08828216,Y02P
09315780,A01K
05684137,A61K
07993891,B01J
05409784,C01B
05922858,C12Q
08814963,C10G
08721077,G01N
09129716,B29C
05264349,Y02E
09816420,Y10T
06723120,A61L
05207918,Y10T
06335824,G01N
06218321,Y10T
07883900,B82Y
07556967,C40B
08952194,B01J
05707877,Y10S
06107041,A61K
06136531,C12Q
07166214,B01J
07332197,B81C
09435723,B01L
09952220,G01N
10150997,C12Q
07645971,G01N
09625371,G01N
10031123,G01N
06274337,G01N
07351592,C40B
07951598,G01N
07648739,G11C
07897047,C05D
08243358,Y10T
07632654,C12Q
08256046,A61F
09309268,C07F
10119915,C12Q
07393693,Y10T
09546958,G01J
05044001,G01N
04426451,Y10T
07860545,A61B
08673550,G01N
08911843,B65D
09017986,G01N
09988622,C12Q
07445887,G01N
08323570,B01L
08652647,C04B
07705280,G01N
09715573,C12Q
09404835,G01N
09096828,C12M
09610382,A61F
09757603,A62D
05726017,F02B
04083746,B29L
04687329,G01J
07833796,G01N
07700615,A61K
08492157,Y10T
08557605,B01L
06582660,C07B
06811668,B01L
09435793,B01L
09772329,G01N
07285394,C12Q
07238486,C12Q
06193866,B82Y
08927040,G01N
08957001,B82Y
09993797,C01B
05372932,Y10S
07057732,B82Y
10025207,G01Q
06423271,G01N
09556470,C40B
07556957,C12N
08497137,Y10T
09336989,H01J
08247544,C12Q
07306822,C01B
10018631,G01N
07626017,G01N
05776784,Y10S
07764822,G06T
07534623,C12Q
07935418,D01F
09587989,G01N
06767748,C40B
10005963,B01J
04950594,C12Q
08366794,B01J
05094956,Y10S
09547029,Y10T
05527681,G01N
05320969,G01N
04656252,Y10S
09994891,B01L
09051558,C12N
09615790,Y10T
08669211,A23K
08481279,C12Q
05000817,B81C
08140191,Y10T
07250839,B01L
05502116,Y10T
08946458,B01J
09150521,G01N
08198211,C05C
09694116,Y10T
07368536,C07K
08921627,C10G
09244060,G01N
04774175,Y10S
09416410,A61L
09096766,C09D
05632085,A61N
09364005,A01H
07219016,G06K
06284284,Y10S
05381695,B29L
08656949,B29C
07014705,C30B
09931630,Y10T
07633397,G01V
09568839,G03F
08747746,Y10T
09222119,C12Q
07709544,H01F
08931230,C08L
09289702,C04B
08258674,G01K
07678552,G01N
07354767,Y10T
08673626,Y10T
07368263,G11C
06421612,G16C
09632042,G01N
09914968,C12Q
09134306,B01D
05972693,Y10S
06998058,A61L
08614056,B01L
05856195,G01N
06196059,G01N
06156494,B01J
07222025,G01N
09789543,B22F
08772539,C07C
04618587,H02K
07279276,Y10T
03986932,Y10S
07527930,C12P
05314679,A61K
05490962,A61K
06692917,C12Q
09730947,G01N
08110284,A61K
09163275,C12Q
06873414,B01J
06153375,B01J
04820627,C12Q
07160734,C40B
08507739,Y02P
07223865,C07D
08810236,G01N
09005941,G01N
08309304,C07D
09952220,G06F
08685549,Y10T
05424186,Y10S
05508036,Y10T
08206283,Y10T
08236407,C08J
09688057,Y10T
06342346,Y10S
08470978,G01N
09957157,Y10T
04732811,Y10T
09228996,A61L
05075109,C12N
09637778,C12Q
08623284,G02B
04306570,F16H
08361738,G01N
10163535,G21K
05989827,G01R
05212988,G01H
07838466,C07H
06897287,C07K
06013453,C12N
08585971,G01N
10196443,A61K
05728684,G01N
06677857,G01N
06830888,C12Q
08143019,G01N
08961877,G01N
08585567,G02F
08188269,C07B
08147803,B82Y
09200991,G01N
09850157,A61F
07931950,C08G
08586345,A61K
07410767,G01N
08927465,B01J
04460695,Y10S
09726634,G01N
08802090,G01N
06066257,Y10S
08835125,G01N
07811854,H01Q
10027347,G11C
06677606,G01N
06210897,C07K
06143492,C12Q
06767711,Y10S
08370073,G16H
08865080,C10L
05009759,G01N
08383777,A61K
09320683,A61K
04708932,Y10S
07601394,Y10S
08454987,Y10T
09957548,C12N
09349535,Y10T
06966977,C12Q
05985660,C12N
04618421,Y10S
09370588,C07D
05487112,G06K
08580569,G01N
05834217,Y10T
07523802,B60K
09878840,A41B
05631053,E05D
09040675,B01J
04818763,C07K
08698591,H05B
08513329,Y10T
05731087,A61L
07848791,G01B
04960573,C22B
04178438,C08B
05258315,G01N
05773292,Y10S
05985328,C23C
09080285,D06M
06190918,G01N
05607646,C12Q
07449296,G01N
06171794,C12Q
09618520,G01N
09975123,B32B
07318908,Y10T
08583208,G01N
08354239,H01L
08932968,C04B
06107102,Y10S
09845429,E21B
08932554,C30B
09993819,B01L
06548310,G01N
05723598,C40B
05292801,C12P
09023766,G01N
08965470,A61B
06734337,G01N
08652831,G01N
10201812,G01N
08715741,A61K
09908092,Y02E
06416959,B01J
04715545,A61B
07700295,G01N
09436088,G01N
05645986,C12Y
08263023,Y10T
05824466,A61K
10039838,C07K
09874555,C12M
06911535,C12N
08623506,B82Y
08232112,B82Y
05516890,C07K
09151762,C07K
04147624,C01B
06525091,G01N
05536643,G01N
05506337,C07K
07329039,C40B
07288874,Y10T
05130337,Y10S
08220494,F15C
08664623,G01N
07256156,Y10S
09005623,C07K
08318901,C07K
09689863,B01L
07868145,G01N
06927038,Y10S
09157125,C12Q
10098976,G01N
09095097,A01G
06218110,C12Q
07049076,G01N
07312087,G01N
07686020,A61B
09534246,G01N
08742084,C12Q
08822227,G01N
07785533,G01N
07834148,C12Q
07973925,G01N
09017986,C12P
09896680,G01N
10183279,C10G
04346172,C12P
08187893,Y10T
04493821,G01N
09547013,G01N
08764678,C03C
09200245,C12N
09645152,G01N
09845486,C12Q
06746104,B01L
08741661,G01N
06221319,B01J
10227583,G01N
06107045,C07K
07623285,G01N
07905134,B01L
09442108,B01L
07670831,Y10T
09989494,B81C
09267923,G01N
08767205,G01N
08391652,G01N
05700486,Y10T
08357790,C12Q
08911683,B01J
06706473,G21K
08574695,B65D
07335418,Y10T
09409928,Y10T
07799968,B32B
06484183,G16B
08497133,Y10T
07252975,C12Q
09012712,C10G
08708163,C03C
09234885,C12Q
04562003,G01N
08304273,G01N
08014958,C12Q
04353982,Y10S
04735899,Y10S
05763177,C07K
08852922,C40B
07335808,A61L
09988686,C12Q
05710265,A61K
09309563,B01J
04580339,H01R
10028897,C09B
07618697,A01N
07384742,G01N
07876447,G01D
08343718,C07K
07410615,Y10T
05093237,C12Q
07541193,G01N
05843666,C12Q
04468470,Y10S
09176142,G01N
04763537,G01N
07635560,A01K
09777053,A61B
08491857,C11C
08759479,C12M
09434993,G16B
06379929,B01J
05354661,Y10S
06287517,C07B
08017237,B01J
06576155,B82Y
08586298,A61K
08177072,B01D
09938564,C12Y
06001581,G01N
05279954,C12N
09829123,F16L
05994085,G01N
08507456,C12N
07919138,B01J
06984499,C12Q
08584473,A01N
05972639,C12Q
07314708,C07H
07964573,C07K
07336861,G01N
06127127,C12Q
09452067,Y10T
06830694,B01D
05082627,G01N
08093628,B01L
07148499,B41J
08962243,G01N
09455118,H01J
09389229,B01L
10017819,C12Q
04406751,C12Q
07271249,G01N
06828157,Y10S
08053585,C07D
07537730,Y10T
09289376,G01N
10094827,C12Q
09176061,C08J
08617818,C12Q
05251468,Y10T
04333734,G01N
08358419,G01N
06858403,Y10S
09847543,H01M
08911743,A61K
04416813,G03C
09244059,C07K
09254256,C12N
08039212,C12Q
08487018,C08L
09917148,F16K
05698390,Y10S
07054757,B01J
09849456,B01L
08178502,C07H
06156178,G01N
08845984,G01N
09765324,C07G
06773884,C40B
08268557,C12Q
10086025,A01N
08415176,G01R
06218189,A61L
07410617,B01L
07021297,F02M
09772761,H01M
08187830,G01N
08507093,B27L
09186674,B01L
07202389,C10B
08095340,A61B
05532347,C07K
09861982,B01L
07838283,Y10T
06258593,G01N
08597590,B01J
10197584,G05B
07005493,B01J
05465147,G01J
05407653,Y10S
07888494,B01J
09002476,H01B
05846724,C40B
05251468,A61F
07500953,B82Y
09389217,B81C
06833923,G01N
06365068,Y02E
08691517,A61B
09725766,G06K
06716526,D06M
07205051,B29L
07667010,G01N
09731010,A61K
09732273,Y10T
06263095,G01N
07703238,C12Q
08556824,G02B
06191072,A01N
06294491,C03C
08051908,C12P
06433244,A61L
06518015,A61K
09771579,A61K
10105454,A61L
10243213,Y10T
09316615,G01N
06020208,G01N
05770609,A61K
08778269,A61B
06379970,Y10T
08883091,Y10T
09102584,Y02E
06458532,C12Q
08999906,C10M
06184011,C12N
09902918,C10M
09915674,G01N
06984372,H01M
08877344,C07D
09664698,Y02A
06653066,G01N
06350609,B05B
07712342,E05B
08871213,C12Y
07977468,A61K
04145279,Y02W
09625392,G01N
04549011,B01J
07473532,C12Q
07192698,C12Q
04636219,A61F
08646345,G01N
10107734,C12M
05536820,Y10S
08318901,A61K
09146221,B01L
06317509,G01V
07625624,A62B
06777186,B01J
05690894,C12Q
07188513,G01N
07358097,G01N
05672424,Y10S
08218144,G01N
08658107,B01L
05215925,C07F
08829159,G01N
07312090,B01J
06737634,G03H
07948015,G01N
09908118,G01N
08039834,H02N
06753144,Y10T
08549933,G01L
09220831,G01N
07416895,Y10T
08753897,C07K
09139627,B01D
07332052,B65F
07090759,B01J
06855258,B01D
09910955,G16B
06951682,C12Q
10200626,G06T
08955340,F25D
05981467,C07C
05252461,G01N
07604953,G01N
10112197,B01L
06020124,C12Q
07521024,B03C
09080196,A61B
05541072,G01N
05516673,A61K
07224474,B01J
09644241,C12Q
08380020,G02B
07105356,B01J
09050574,Y02E
06277334,C12P
09708600,B01L
04880592,A61L
08664002,Y10T
05252457,C07C
09127244,C12M
06602975,Y10T
09023601,B01J
09955953,G01N
08871494,C12P
04824578,Y10S
08202817,H01M
08663633,C12Q
04670381,Y10S
05612002,C40B
08969047,C12Q
09617479,C10L
05310658,C12M
10035841,C12N
08426008,B01J
09080942,G01N
06251595,B82Y
08012745,B33Y
09513287,C07K
09926362,C07K
10023605,C09B
04734398,C07K
08900549,B82Y
07501504,G01N
09039969,Y10T
07852482,G01N
07432112,G01N
07753010,B60L
09817005,G01N
07452515,Y02E
10106858,C12Q
06048551,Y10T
07368263,H01L
08076461,C12Q
05630423,A61B
06083208,Y10T
07000305,A61F
09418421,A61B
09889445,B03C
05652050,Y10T
05679635,A01K
09181554,C12Q
05741709,Y10T
09297035,C12Q
09352316,B01L
07901634,B01L
09164098,G01N
09527078,B01J
09522941,Y10T
08463375,H01F
07976259,C10L
08481752,C09B
08949036,G16B
06228600,A61K
07700727,A61K
07807378,G01N
05948610,Y10T
05872015,B01D
08129676,G01N
09745517,Y10T
05418010,A23L
10036057,C12Y
06114513,A61K
09375699,B01J
09025850,A61B
05958673,G01N
07056577,A61F
09290640,C08L
06078705,G01N
06887569,C04B
08753492,H01M
05333095,Y10T
10078090,C12Q
04632820,G01N
08263704,C08G
05553614,A61B
07972577,B01L
08685549,H01F
05444113,C09D
06778062,C08K
08224413,G06F
06344321,C12N
08704403,Y10T
06531559,C08L
10151018,G01N
08753555,B29K
07846659,C40B
07828978,C10G
05521297,C07K
07008769,B82Y
06921638,B82Y
05280112,C07K
10241233,G02B
04013418,Y10S
07170078,G01N
08163252,G01N
07674777,C07H
09784654,C12M
09359633,C07K
09133569,D04H
10107818,G01N
09322490,B01L
05723594,C12N
07078166,C12N
06222021,Y10S
08790408,G16H
07351575,B01D
06610415,H01F
09891157,B01L
09664606,G01N
05387328,Y10S
06475732,C12Q
08518663,C12Q
06544739,C40B
08562305,F04B
07598036,G01N
08241588,G01N
09717252,A01N
05173352,Y10S
05897097,B33Y
09829483,A61K
05455031,C07K
09224031,G06K
06638770,B01L
07148964,B01L
05696249,C40B
08501095,G01N
09347949,G01N
09415399,B03C
09080933,G01N
05668257,G01N
09016311,Y10T
08012553,Y10T
05831070,B41M
08173767,C12N
09921208,G01N
09861994,F17D
08119789,C12N
08088575,C07B
06198532,A61B
06150182,B03C
06137708,G01N
09678004,G01N
08658434,C07D
09902990,G01N
08425782,Y10T
05278194,Y02W
08231969,Y10S
07407797,C12M
09360509,Y10T
10175234,G01N
08993101,G07D
06887431,B82Y
06027944,G01N
05766961,G01N
06544475,C12Q
07241629,G01N
07695683,B01L
08071388,Y10T
04392982,Y10S
08613923,A61K
09404651,F23C
07781187,G01N
04671958,Y10S
08828485,C09K
06303318,C12N
08431078,G01N
08846350,C12Q
07335526,Y10S
09776149,B01F
07758939,A61B
08945839,A61K
05688928,C07F
07153940,C07K
10006275,Y02P
06703103,B32B
04798642,A61B
06953604,C12H
08323366,C10K
06582506,Y10T
08607623,G01N
07914740,Y10T
09126173,C07C
09580756,C12Q
10144656,C02F
05580728,C12Q
05840493,A61K
05451453,G01N
08329453,G01N
09766196,Y10T
05100919,A61K
05464749,G01N
06193647,A61D
10082657,G02B
03981776,C12Q
08084269,G01N
08785179,B82Y
08859297,B82Y
08622231,G01N
05679723,C08J
06916621,C40B
06100079,G01N
10022717,B01L
07559221,B21C
08101396,C12N
09263519,H01L
05156652,Y10T
06864101,Y10T
08889352,C07H
07087097,B01J
06458922,C07K
07579077,A61L
05169788,G01N
08530811,G01S
09283512,B01D
05500228,B01J
05862999,Y10S
08211643,G16B
04143554,G10K
06372185,B01J
08444896,D04H
08394494,Y10T
09567627,A61K
04617261,Y10T
06936472,B82Y
06817375,Y10T
08268570,G01N
08078410,G02B
06528281,G01N
09182414,G01N
07223606,Y10T
06593142,Y10T
10226492,G01N
08678201,B01D
06890649,D01D
08829160,G01N
10184884,G01N
09775322,A23V
08293591,G01N
09475768,C07D
05272340,G01J
06194612,C40B
06763149,G01N
08617718,B32B
06632503,B29K
07604982,G01N
08631953,G01N
08891089,G01J
07384793,G01N
08183035,C12M
06010694,G01N
06897023,C12Q
07927882,Y10T
08759078,B01L
09470771,G01R
09530035,B01L
05405938,B01J
06551838,G01N
09495745,G01N
05665439,E05Y
09029802,G02B
06476622,G01N
04302950,G01N
07508524,G01B
07878301,B60R
08480877,C12Q
09024002,Y02A
06579681,G01N
08623667,G01N
09354145,B01L
08431159,A61K
07780044,B05B
06200767,G01N
05736103,G01N
06051247,Y10T
10180427,G01N
09891225,C07K
06562343,A61K
06416960,A61K
05514154,C23F
09926504,C02F
08216856,G01N
06900018,C12N
07700299,G01N
09459232,G01N
07009700,G03H
04275196,C12N
09487828,C12Q
08685426,C07K
07195823,C23F
09554646,B01L
05916783,C07D
08546527,C07K
09744487,F04B
09587873,A01N
06902680,G01N
08738338,G01N
07630072,G01N
09588104,G01N
10001468,G01N
06268218,C40B
06479277,G01N
06242509,A61Q
09802979,C07K
05077010,G01N
08121794,G02B
06274308,C12N
08617883,C12N
05716440,A63B
07807447,B01J
06962681,B01D
09823135,G01K
07958791,G06K
06163714,G01N
08761877,Y10T
08536162,Y10T
08784661,Y02P
04636463,C07K
06251661,B01J
07527480,F04B
08226908,G01N
09040561,C09B
09435756,A61B
10100949,F16K
08114607,A61K
08687185,B01L
06669909,Y10T
09283078,A61F
07575744,Y10S
06507664,Y10T
05143839,C12N
04869826,Y10S
07774143,G16B
09050606,B01L
09925261,C12N
06204033,C07K
06117643,A61B
07413868,Y10T
05736335,G01N
09733251,A61K
06017435,G01N
05346604,G01N
08598205,G01N
05324481,Y10T
08450104,Y10S
09897587,A61B
09482603,G01N
08173793,Y10S
08415827,Y10T
08490578,A01K
06146593,G02B
05108704,C12M
07629130,G01N
08182989,C12Q
09671365,B01J
07112413,G01N
10112987,C07K
09783580,A61K
07803568,C40B
09851359,C09B
09513286,C12Q
05582670,B28B
06245569,G01N
04826776,G01N
07662770,C12N
07157528,C08G
09458419,C11D
06201639,G01N
07211394,C12P
06136171,B03C
08184298,Y10S
05552319,Y02W
06054047,B01J
05348633,G01N
04255517,C12Q
07563902,A61K
05573910,Y10S
09984200,C12Q
08377307,B03C
09669001,A61N
06565813,B01F
07919046,H01L
09797902,C12N
06787034,B09C
07931867,B01J
07122332,G01N
08398909,B29C
07883870,C07K
08698590,Y02B
07790347,C08F
09789458,B05D
06495316,C12N
09011772,B01L
08211373,Y10T
09045737,C12N
06197568,Y02A
05215926,C12Q
07393693,G01N
08192136,B01L
06358871,Y10T
08986945,Y10T
08364411,C12Q
07905140,B01L
04693895,A61K
05499627,G01N
06710335,Y10T
05677432,C07K
07631424,A61N
08426151,G01N
08685662,Y02A
09708651,C12Q
07138121,G01N
07851593,G01N
06329024,Y10T
08985547,Y10T
08470409,H01J
09796996,A61K
10030888,G05D
05112134,B01J
06228634,C12Q
06168776,C07D
09561042,A61B
09731288,C07K
07709218,C07K
09671400,C12Q
08268987,G16B
06140135,B01J
05243516,G01N
06476907,G01N
06326157,G01N
07829350,G01N
09023674,G01N
10088485,G01N
09696316,G01N
06387707,G02B
06201068,A61L
08507851,H01J
07502123,G01N
07364899,B01D
10191065,G01N
06150119,B01F
09891150,B01J
07135143,B82Y
07041470,C12M
06627607,Y10T
07973927,G01N
09226524,B29L
09868119,B81C
08012456,G01N
09371422,C08K
09091659,C12Q
05651955,A61B
07832429,B29C
05707795,Y10S
10214775,C12Q
05998138,Y02A
07826509,H01S
06902883,C40B
09075065,G01N
07867758,C12Q
05114681,G01N
06143248,B01L
09801384,B01J
08039237,Y10T
04656083,Y10T
09938581,C12Q
05353236,G01N
06072038,A61K
08196458,G01N
07820381,Y10T
09168529,B01L
10125190,G01N
04594326,G01N
06033878,G01N
06447992,Y10S
07888054,A61K
04211747,Y10T
08053423,C08L
10085726,B01L
09360428,G01J
06265226,G01N
06956695,G01N
06861258,C12Q
07005293,B01L
05919576,B82Y
06677114,Y10T
07060168,C12Q
09502711,D02G
09714914,G01N
05882496,B01J
07336359,G01N
08658367,Y10T
07534866,G01N
06066461,C12Q
08774469,G01N
06130044,Y10T
06016197,G01J
08670121,G01N
06572672,H01G
08304229,Y10T
08234076,G16C
05160626,C12Q
08907064,G01N
09433942,B01L
06441267,D01F
05965264,C01B
06071626,B32B
05744516,Y10T
06426185,A01H
07094568,C40B
07790420,C12N
10202610,C12Q
09975859,C07C
05731147,Y10S
07691583,Y10S
07514221,C07K
09138693,G01N
09907798,A61N
09259492,C12Q
07314764,Y10T
08840832,B28B
07316726,A61M
06294346,A01K
06143537,C12N
07943398,G01N
09196946,G01R
08992596,Y10T
07329860,G02B
05055288,C08J
07598270,C12Q
06284267,A61Q
05182257,G01N
06074834,Y10S
07851226,G01N
08991513,B01J
09963581,A23L
08307723,G01N
06518021,G01N
09340708,Y10T
06166202,C09B
06867257,C08F
07052856,C12Q
08137622,B01F
07582089,Y10T
07927788,C12Q
09606113,G01N
10027347,H03M
05567391,C40B
07252948,C12Q
07745003,C09D
09034579,C12N
07135667,G01N
09568482,C12Q
07150834,Y10T
07267938,B81B
08741630,B82Y
10031135,C12Q
09663819,G01N
09987820,B29L
09119968,Y10T
09890259,C08J
09050574,C01B
07208173,Y10T
09688952,B01L
08143195,C12Q
08999721,Y10T
10154807,B01D
05268097,B01J
05187061,C12Y
07294503,Y10T
08546645,A01H
09261510,C07K
06391640,C40B
04963431,C12N
07687125,G09F
08387803,G01N
09845440,C21B
09441324,B82Y
06426703,G01N
05972612,Y10T
07544327,B82Y
10175174,G01N
08329474,A61B
09777406,C07H
09557336,C07D
09469919,C12Q
05599360,Y02E
06168915,G01N
08961765,Y10T
08741592,A61K
07419709,Y10T
06277654,G01N
06605448,G01N
07470508,C12Q
08814962,C10J
09404882,B29C
09265947,H05K
05200471,C12N
08846993,B01D
08318303,C08F
08426345,G01N
06509167,A61K
09290668,C09D
09285360,C08H
08962259,G01N
09523073,C07K
06764817,B65G
08314613,G01N
05807229,B31F
06340572,Y10S
05654154,C12Q
08030464,G01N
09222940,G01N
08648209,Y02E
09506891,H05K
06635493,C40B
07927532,C08L
09610160,Y10T
06340589,B29C
07900505,G01N
09606131,A61K
05830305,B28C
08616040,A61M
06556001,G01N
09925496,C07C
04839215,A61F
09358325,Y10T
08399339,G11C
05614298,D04H
08402819,G01Q
09512479,C12Q
07439025,G01N
08372654,G01R
09809854,C12Q
04399362,G01N
04781836,C02F
09255922,C08L
08592348,B01J
06228904,C08J
07659219,Y10T
08722017,A61K
05985153,B03C
05622831,C12M
04842920,Y10S
05055265,Y10S
07531303,G01N
08464619,Y10T
07730904,B01F
07199357,G02B
09840708,C12N
10053737,C12Q
08017401,G01N
05712795,A61M
06957655,A61M
08277943,G02B
06290983,A61K
06506564,C07B
07949474,G01N
05352432,G01R
10132816,G01N
09896722,B03C
05580735,Y02A
05252294,B01J
08004373,Y10T
06395299,C12Y
05965378,C07K
06850656,G01N
08404155,B01J
05874047,C12Q
04054646,Y10S
07666660,Y10T
07410617,B29C
09897604,C09B
06593090,C12Q
05731163,G01N
08790874,G01N
09389224,G01N
09156209,B44C
08043846,B01F
09140697,B01L
04743537,C12M
07846656,C08F
05167925,G01N
05298259,B01J
10196675,C12Q
08148094,Y10S
08927241,H05K
08741861,C12Q
09316641,G01N
08288098,C07C
10023868,A61P
10221458,C12Q
06541215,C12Q
08401263,G01N
08666670,C12Q
05935796,G01N
07294503,B01L
08871156,B01L
05470755,C07C
08269827,G06T
08389231,G01N
07655190,Y10T
09017621,C07H
07998746,B01L
09188535,G01N
06939681,G01N
07001734,G01N
09134237,G01N
05587324,B09C
07148058,B01J
09388464,C07H
09546317,Y10T
06670126,C12Q
